,u,g,r,i,z,redshift
962,17.12965,15.80366,15.23121,14.868570000000002,14.67206,0.0557180625
963,17.774279999999997,16.73721,16.27272,15.84362,15.73725,0.06746256249999999
964,20.42074,18.66964,17.5345,17.1374,16.66695,0.16791749999999997
965,19.61915,18.29404,17.646320000000003,17.26345,17.05497,0.10707202499999999
966,20.32361,18.31465,17.2861,16.797220000000003,16.34841,0.1110265
967,19.40705,18.28842,17.55954,17.17379,16.90918,0.159846875
968,22.29269,19.47698,17.66396,17.09199,16.83063,0.30458125
969,19.79616,18.14186,17.08309,16.61724,16.2858,0.11516145000000001
970,16.55765,15.38883,15.31103,14.78189,17.144779999999997,0.008486734999999974
971,19.15915,18.03193,17.40089,17.01182,16.790960000000002,0.14198499999999997
972,18.28472,16.78987,16.12285,15.77605,15.56474,0.0604932
973,20.44495,18.45502,17.43824,16.989720000000002,16.663729999999997,0.137206875
974,19.16244,17.92115,17.38138,17.062379999999997,16.84145,0.082871
975,20.4065,18.660870000000003,17.67579,17.20853,16.81748,0.11846387499999997
976,19.94565,18.28852,17.36567,16.95552,16.6295,0.12194512500000002
977,18.40295,16.59885,15.8077,15.42919,15.11226,0.045070937500000005
978,18.24591,17.08685,16.569570000000002,16.20112,16.00105,0.0604909
979,17.95391,16.68319,16.22466,15.9498,15.79778,0.038985975
980,20.41175,18.399520000000003,17.34044,16.88225,16.473860000000002,0.1420016249999999
981,16.82978,15.630770000000002,15.13581,14.87104,14.69593,0.02982207499999996
982,18.649520000000003,16.79046,15.91225,15.49514,15.16372,0.06982115
983,20.69607,18.5813,17.489079999999998,17.0058,16.66984,0.140967875
984,18.88753,17.62807,17.17278,16.88937,16.74964,0.059793037499999986
985,19.21843,18.00121,17.23944,16.82327,16.5711,0.14278774999999994
986,19.6558,18.21173,17.4931,17.11244,16.82742,0.0676272875
987,19.91854,18.31622,17.61979,17.21537,16.97931,0.09514428750000001
988,19.88356,18.25869,17.325779999999998,16.89971,16.59611,0.1255536125
989,20.13135,18.18503,17.14779,16.64569,16.243779999999997,0.128168625
990,16.96433,15.85348,15.3511,15.08695,14.86185,0.04239598749999998
991,19.64254,17.69812,16.63403,16.18044,15.81842,0.128366125
992,19.95463,18.21,17.1958,16.71344,16.387829999999997,0.13179025
993,19.25386,18.062520000000003,17.5478,17.23256,17.07219,0.10597691249999998
994,20.36717,18.35005,17.35435,16.89037,16.53013,0.10957035000000001
995,20.09811,18.23317,17.141820000000003,16.69794,16.28988,0.128512125
996,20.33254,18.52165,17.661270000000002,17.27543,16.960279999999997,0.10883039999999998
997,18.32005,17.18615,16.77778,16.543960000000002,16.32525,0.04537241249999998
998,20.78874,18.92238,17.95717,17.503429999999998,17.15371,0.1057556
999,19.04879,17.74523,17.22271,16.90026,16.660429999999998,0.047235412499999976
1000,20.14818,18.24756,17.25177,16.82027,16.47908,0.11424099999999993
1001,20.78467,18.71612,17.50845,17.04111,16.67738,0.1731975
1002,17.82705,16.373829999999998,15.65567,15.27574,14.96254,0.05391261249999994
1003,19.62124,18.3066,17.53085,17.1143,16.81907,0.11076075
1004,20.67405,18.67865,17.59424,17.16627,16.78922,0.14130924999999997
1005,19.49726,17.58223,16.58815,16.1601,15.78715,0.10006729999999998
1006,19.33319,17.985310000000002,17.21653,16.81849,16.51841,0.12124024999999998
1007,21.29297,19.01631,17.50785,16.94454,16.543120000000002,0.23281637500000002
1008,18.58386,17.49212,16.969839999999998,16.67043,16.44979,0.045795475
1009,17.49449,15.93121,15.16835,14.72615,14.41992,0.060563199999999956
1010,20.08534,18.00606,16.97241,16.51141,16.10647,0.10328213749999993
1011,21.05246,18.88097,17.706870000000002,17.260820000000002,16.89159,0.15308112499999998
1012,17.215139999999998,15.20824,14.28005,13.83994,13.48928,0.060317525
1013,19.31605,18.00046,17.29874,16.93496,16.67401,0.1063328375
1014,17.69761,15.90526,15.07107,14.68968,14.37526,0.04172728749999997
1015,20.68555,18.69831,17.57451,17.09395,16.726670000000002,0.15633775
1016,18.58321,16.9316,16.17362,15.81945,15.52817,0.0344422375
1017,20.26812,18.25677,17.1502,16.688660000000002,16.30711,0.13979849999999996
1018,21.6667,19.06434,17.686139999999998,17.11804,16.75809,0.21729987499999995
1019,19.36522,17.72798,16.92379,16.48937,16.15549,0.08639244999999998
1020,18.75918,17.540020000000002,17.02531,16.73258,16.54064,0.0852147875
1021,20.38503,18.50209,17.514979999999998,17.102610000000002,16.78064,0.13243937499999997
1022,18.96821,17.90462,17.34891,17.05565,16.85517,0.07652316249999999
1023,19.0128,17.60318,16.85537,16.44837,16.19405,0.10400052499999998
1024,19.19178,17.841910000000002,17.19466,16.82015,16.50204,0.09593075000000001
1025,20.888720000000003,18.81519,17.565479999999997,17.06784,16.68079,0.17361462500000002
1026,19.34949,18.08109,17.34858,16.95346,16.65775,0.106401225
1027,19.21459,18.02526,17.27899,16.8409,16.60764,0.16575199999999995
1028,20.39905,18.67225,17.20515,16.6578,16.32631,0.24814887500000002
1029,18.42727,17.213520000000003,16.65365,16.3428,16.1341,0.080992925
1030,19.15349,17.64716,16.93657,16.54301,16.25323,0.08061558749999999
1031,20.99998,18.91685,17.513189999999998,16.8815,16.44659,0.19643999999999995
1032,20.20051,18.33715,17.40881,16.9932,16.67513,0.09378043749999997
1033,19.99923,17.96354,16.93705,16.49984,16.15785,0.11019051249999999
1034,20.051,18.47411,17.634339999999998,17.2005,16.913120000000003,0.09878223750000001
1035,20.31946,18.38124,17.27993,16.7337,16.31224,0.13237025
1036,20.78008,18.69093,17.63345,17.14666,16.71852,0.11448012500000002
1037,19.07169,17.67334,16.90586,16.508110000000002,16.228679999999997,0.10102929999999995
1038,18.24368,17.00434,16.49427,16.184520000000003,15.95721,0.05508866249999998
1039,17.88779,16.30793,15.53761,15.140529999999998,14.84747,0.06707701249999998
1040,20.40309,18.56977,17.712229999999998,17.32314,17.0296,0.11270156249999999
1041,18.81051,17.35781,16.705579999999998,16.28886,16.029429999999998,0.07456976249999997
1042,18.3297,17.008370000000003,16.41001,16.09104,15.82647,0.0644972125
1043,19.94513,18.14545,17.156979999999997,16.66337,16.46697,0.11027338749999999
1044,19.17826,18.05396,17.57854,17.32984,17.17645,0.09184495000000001
1045,20.39017,18.61239,17.46248,16.98854,16.67055,0.16742512499999998
1046,19.81267,17.81512,16.72373,16.24139,15.80521,0.12562798749999993
1047,18.69949,16.83744,15.972320000000002,15.57581,15.28036,0.08015567499999997
1048,19.75034,18.45835,17.806910000000002,17.44644,17.23454,0.1018711625
1049,20.03827,18.3212,17.3639,16.9328,16.57552,0.12562348749999996
1050,18.29303,17.28968,16.90266,16.673560000000002,16.57291,0.0410109875
1051,19.2383,18.1989,17.79192,17.46761,17.34978,0.08160161249999998
1052,20.09843,18.11807,17.22063,16.771060000000002,16.44791,0.08091207499999997
1053,19.60348,17.74031,16.80084,16.39067,16.03559,0.0890984125
1054,20.76296,18.80263,17.69525,17.12758,16.642770000000002,0.133786125
1055,20.6655,18.41925,17.121470000000002,16.632089999999998,16.28063,0.17854675
1056,19.16414,17.16675,16.21424,15.770229999999998,15.42429,0.0792176875
1057,20.34344,18.412,17.45673,17.02872,16.71088,0.10424282499999998
1058,19.68877,18.27092,17.50039,17.06618,16.773970000000002,0.12099025
1059,18.22467,16.21669,15.26069,14.809870000000002,14.43619,0.08235724999999997
1060,19.34578,17.49861,16.58409,16.16054,15.81821,0.08503709999999999
1061,19.69197,17.483420000000002,16.22496,15.7316,15.40102,0.17354174999999997
1062,17.84645,16.02205,15.19914,14.79682,14.46416,0.04995422499999999
1063,20.26198,18.28939,17.240479999999998,16.79674,16.42181,0.12060475
1064,18.74335,17.25169,16.485689999999998,16.084789999999998,15.76913,0.0873823125
1065,17.74144,16.37023,15.80474,15.47785,15.32856,0.07204426249999997
1066,19.74193,17.79601,16.59142,16.079420000000002,15.6984,0.16531812499999993
1067,18.806,17.22326,16.456889999999998,16.084310000000002,15.842570000000002,0.074334125
1068,21.09931,19.10842,17.796879999999998,17.27851,16.9151,0.18704375
1069,20.08639,18.44741,17.63169,17.21154,16.90938,0.08593748749999999
1070,19.0793,17.11244,16.18337,15.75234,15.41276,0.07443021249999995
1071,19.47048,18.20979,17.57882,17.22025,16.948829999999997,0.07213921249999991
1072,19.83443,18.59278,17.80718,17.372889999999998,17.08814,0.197355125
1073,21.29098,19.2509,17.82808,17.30976,16.93918,0.22365412499999995
1074,19.86749,17.940279999999998,17.04083,16.61744,16.22208,0.07794125
1075,20.16739,18.27192,17.370929999999998,16.94613,16.64013,0.12576988749999998
1076,19.37114,18.21733,17.77604,17.49005,17.35109,0.090299175
1077,18.46813,16.37092,15.38642,14.9306,14.58619,0.07506547499999999
1078,19.67507,17.596410000000002,16.56641,16.12012,15.73824,0.10183203749999994
1079,20.27447,18.45227,17.38949,16.8459,16.39324,0.164554125
1080,19.42529,18.09072,17.42909,17.03726,16.7673,0.09448749999999999
1081,19.63451,18.27843,17.591720000000002,17.23548,16.95513,0.1115631125
1082,20.49999,18.62546,17.32369,16.77501,16.3687,0.19143618750000002
1083,20.49197,18.65565,17.76675,17.351679999999998,17.1008,0.07592731249999998
1084,17.08971,15.70849,15.11931,14.789979999999998,14.60319,0.04158949999999999
1085,20.04911,18.3782,17.45596,16.96229,16.603170000000002,0.133439875
1086,18.75672,17.327479999999998,16.74146,16.457639999999998,16.25235,0.08783183749999995
1087,18.55981,17.2965,16.75648,16.37561,16.158739999999998,0.0690718
1088,21.42474,18.88224,17.66333,17.15031,16.79851,0.19499
1089,19.20358,17.24,16.09906,15.64779,15.29625,0.10865637499999997
1090,19.06758,17.845010000000002,17.25301,16.91584,16.67379,0.07854262499999998
1091,20.04875,18.50488,17.649060000000002,17.229589999999998,16.91055,0.10031981250000001
1092,20.61516,18.66969,17.336289999999998,16.83415,16.50561,0.19299499999999997
1093,19.96174,18.52593,17.65955,17.2062,16.87429,0.10779421249999994
1094,19.70688,18.02926,17.10866,16.718510000000002,16.39834,0.1078171875
1095,20.04045,18.09731,17.11364,16.66539,16.31404,0.08975132499999997
1096,19.80997,17.9295,17.015420000000002,16.52995,16.21559,0.07820166249999995
1097,19.80304,18.16604,17.22263,16.78129,16.52865,0.092968525
1098,17.392689999999998,16.40031,16.12106,15.9368,15.80857,0.0369767375
1099,16.26726,14.38535,13.50406,13.03624,12.7394,0.02684293749999998
1100,19.94576,18.17852,17.075110000000002,16.641479999999998,16.28131,0.12918799999999994
1101,19.19142,17.72421,16.90269,16.47276,16.15739,0.10493729999999993
1102,20.09411,18.34323,17.53319,17.10825,16.744510000000002,0.102871075
1103,20.91654,18.80326,17.47984,16.992060000000002,16.67129,0.20208824999999997
1104,21.21164,19.10129,17.64912,17.11949,16.74667,0.23297762499999997
1105,20.03888,18.21269,17.24253,16.82704,16.52382,0.10736249999999999
1106,18.05446,16.407729999999997,15.709879999999998,15.39804,15.10943,0.05312348749999995
1107,19.86584,18.23377,17.441270000000003,16.993879999999997,16.69055,0.0720436125
1108,20.58743,18.7935,17.63074,17.15062,16.7843,0.17968462500000001
1109,19.14674,17.68445,16.92626,16.70019,16.26595,0.082889275
1110,20.24426,18.4677,17.55542,17.10656,16.72922,0.08991831249999999
1111,17.93945,16.38027,15.644279999999998,15.27209,15.013179999999998,0.043641012499999986
1112,19.06635,17.88595,17.4335,17.1754,17.0128,0.09191646249999999
1113,19.14464,17.96658,17.63948,17.43609,17.3574,0.04081411249999998
1114,20.72264,18.83573,17.50085,16.9843,16.6612,0.215659375
1115,18.84438,18.01086,17.73496,17.412110000000002,17.35848,0.079167525
1116,16.86102,15.33909,14.66794,14.33148,14.08764,0.011292499999999987
1117,19.079320000000003,17.86995,17.21904,16.81018,16.43947,0.12209756249999998
1118,19.88008,18.12811,17.01156,16.54136,16.25764,0.16676012499999998
1119,20.20099,17.96964,17.03556,16.59525,16.23763,0.08217498749999996
1120,19.615070000000003,17.7388,16.74244,16.33084,15.98776,0.11263237499999999
1121,18.07618,16.22276,15.31599,14.89167,14.57326,0.04907769999999999
1122,19.02923,17.92706,17.45591,17.12282,16.96257,0.06501988749999998
1123,19.89381,17.97693,16.92969,16.50264,16.15795,0.12252118749999996
1124,19.02843,17.51249,16.745829999999998,16.33544,16.02049,0.0674605375
1125,19.72526,18.155,17.53245,17.203139999999998,16.99168,0.07880628749999999
1126,19.50638,18.18363,17.48934,17.14025,16.910629999999998,0.11488325
1127,18.89957,17.93729,17.51829,17.22044,17.05143,0.06035799999999993
1128,20.11073,18.2227,17.17551,16.75463,16.405929999999998,0.13117312499999997
1129,19.95888,18.67325,17.85408,17.438570000000002,17.13617,0.185677875
1130,19.62347,17.98572,17.08108,16.63706,16.354329999999997,0.1094573875
1131,20.16575,18.50666,17.49107,17.041,16.70405,0.15377449999999998
1132,18.85892,17.69813,17.1251,16.78685,16.57005,0.06427079999999998
1133,17.05441,15.04859,14.15726,13.75096,13.42673,0.04395568749999997
1134,19.51441,18.06531,17.1454,16.69524,16.343020000000003,0.11881603749999999
1135,20.20544,18.26167,17.32797,16.92248,16.6353,0.12308205
1136,18.78807,17.70505,17.25365,16.90902,16.73616,0.08015631249999998
1137,18.7576,17.26546,16.45015,16.04937,15.74366,0.1069165875
1138,20.11213,18.68021,17.852999999999998,17.3771,17.07771,0.11472254999999992
1139,19.65611,18.39668,17.6575,17.31437,17.064970000000002,0.1251435
1140,18.03761,16.45879,15.690220000000002,15.31242,15.02757,0.03825637499999999
1141,20.0925,18.21918,17.31939,16.82858,16.56019,0.09116034999999997
1142,18.26401,16.32763,15.33703,14.80469,14.363220000000002,0.06701449999999996
1143,20.26731,18.57113,17.794520000000002,17.42127,17.16084,0.06579913749999995
1144,18.00047,16.70121,16.06174,15.61839,15.34317,0.066454025
1145,19.52458,17.68964,16.71566,16.2579,15.90468,0.11102167499999996
1146,20.1548,18.34214,17.392139999999998,16.969,16.6216,0.09337717499999998
1147,21.40123,19.15595,17.80406,17.29359,16.8595,0.19453125
1148,19.30779,18.04031,17.45649,17.09309,16.886979999999998,0.07257399999999996
1149,18.96413,17.31966,16.47564,15.97684,15.60953,0.08222073749999997
1150,19.76217,17.84206,16.88148,16.4257,16.076079999999997,0.07995947499999999
1151,18.34272,17.20371,16.73759,16.42919,16.29094,0.041005403749999954
1152,20.00296,18.09362,17.04693,16.6319,16.24912,0.1260025
1153,19.09715,17.80128,16.927570000000003,16.483439999999998,16.21711,0.152210625
1154,17.53226,15.756670000000002,14.865470000000002,14.4075,14.07549,0.03187165
1155,16.95741,15.037870000000002,14.160620000000002,13.762720000000002,13.39329,0.03760712499999999
1156,17.667839999999998,15.880629999999998,15.05281,14.68015,14.40834,0.0526569875
1157,18.55036,17.233810000000002,16.67201,16.2974,16.06716,0.06314257499999995
1158,18.40451,16.62334,15.87055,15.44614,15.156629999999998,0.05205309999999999
1159,19.97107,18.43323,17.58952,17.20082,16.860210000000002,0.13598475
1160,18.26784,16.94409,16.388460000000002,16.1091,15.921170000000002,0.04500009999999998
1161,18.27885,17.01284,16.4611,16.13342,15.88196,0.06275734999999999
1162,18.89451,16.99099,16.074089999999998,15.65458,15.31964,0.07563377499999999
1163,18.40745,17.1518,16.640810000000002,16.33447,16.162110000000002,0.0690769875
1164,19.89884,18.004279999999998,17.122510000000002,16.62475,16.27359,0.11804887499999991
1165,18.13339,16.82282,16.31096,16.08938,16.01257,0.04601061249999998
1166,20.08995,18.24829,17.30406,16.883779999999998,16.55394,0.11171799999999998
1167,18.70522,17.35931,16.796429999999997,16.45525,16.2613,0.07027412499999998
1168,18.93123,17.71871,17.24534,16.94953,16.72824,0.04621222499999995
1169,19.68787,17.760679999999997,16.811,16.37267,16.02797,0.091960875
1170,17.41339,15.80356,15.03609,14.6219,14.34999,0.0450380125
1171,19.93757,18.64844,17.79465,17.35762,17.09101,0.19384187500000002
1172,19.96249,18.01996,16.84686,16.355439999999998,15.98492,0.15462099999999998
1173,20.30425,18.50929,17.50842,17.04734,16.73201,0.13305855
1174,20.93412,19.09616,17.68913,17.17195,16.8231,0.2294675
1175,19.65305,17.731920000000002,16.76525,16.34763,16.01464,0.08531126249999998
1176,21.05716,18.98363,17.678829999999998,17.14441,16.762929999999997,0.18835300000000002
1177,18.79746,17.03806,16.06999,15.588170000000002,15.21401,0.0719235375
1178,21.16241,19.10536,17.66357,17.12371,16.71515,0.23589112499999998
1179,19.13462,18.00319,17.63857,17.396379999999997,17.24118,0.0429824874999999
1180,19.955,18.88177,17.9232,17.46735,17.15198,0.18660700000000002
1181,19.62794,17.75691,16.9344,16.4728,16.19867,0.072036175
1182,19.0561,17.66988,17.08703,16.77396,16.63843,0.04956823749999998
1183,19.29586,17.35056,16.45597,16.01645,15.709929999999998,0.06873058749999998
1184,20.05714,18.36926,17.37685,16.92081,16.54886,0.161562875
1185,19.7859,18.01618,16.92932,16.45224,16.111620000000002,0.11921870000000001
1186,20.46828,18.34746,17.3189,16.878020000000003,16.54166,0.127149875
1187,20.41181,18.641070000000003,17.617070000000002,17.19081,16.86649,0.12998774999999999
1188,19.87255,18.00887,16.93696,16.47958,16.10107,0.1324031375
1189,20.40875,18.21635,17.68179,17.2663,17.25101,0.05024468749999999
1190,19.83277,18.33996,17.59129,17.19775,16.91818,0.09887857499999997
1191,19.05046,18.06678,17.61329,17.304270000000002,17.16345,0.09204028749999998
1192,20.99166,18.77312,17.74622,17.27361,16.87725,0.126342875
1193,19.98948,18.18453,17.20179,16.747989999999998,16.43668,0.128095875
1194,18.78422,17.5683,17.08023,16.74257,16.582720000000002,0.069723325
1195,20.46284,18.58989,17.502589999999998,16.99573,16.65289,0.14508812499999998
1196,20.69341,18.84027,17.7176,17.255329999999997,16.9444,0.14512512499999997
1197,19.41733,17.856460000000002,17.15915,16.79614,16.60045,0.05509148749999994
1198,19.57918,17.47559,16.4564,16.00406,15.64946,0.09084368749999999
1199,20.3255,18.42614,17.40624,16.842029999999998,16.400579999999998,0.14746531249999997
1200,19.6166,18.05762,17.26105,16.88697,16.55359,0.09279981249999995
1201,21.3947,19.07506,17.72808,17.20625,16.85947,0.20877399999999996
1202,19.44444,18.262970000000003,17.85783,17.52805,17.39092,0.07682617499999998
1203,20.27373,18.45629,17.43385,16.975929999999998,16.64227,0.12862137499999998
1204,18.42437,17.212239999999998,16.836370000000002,16.59629,16.53288,0.04869556249999999
1205,19.54655,18.31446,17.638560000000002,17.28494,17.00531,0.13066895
1206,19.73061,17.938779999999998,17.03913,16.63746,16.28156,0.08348087499999998
1207,19.92695,18.36776,17.49158,17.11599,16.77298,0.121121625
1208,20.87643,18.86403,17.73209,17.27918,16.938670000000002,0.16671137500000002
1209,19.9159,18.62948,17.8652,17.375729999999997,17.081020000000002,0.17002087500000002
1210,19.09903,17.40953,16.516460000000002,16.04926,15.70123,0.08073528749999997
1211,19.59161,17.90023,17.3349,17.023310000000002,16.82519,0.039390387500000006
1212,18.91114,16.909110000000002,15.92407,15.48944,15.15603,0.0671831375
1213,20.07491,17.93375,16.931929999999998,16.466089999999998,16.077379999999998,0.0934711
1214,19.82585,18.34503,17.579,17.18698,16.91621,0.10452727499999999
1215,18.73002,17.28584,16.55643,16.167820000000003,15.86432,0.08779517499999998
1216,19.77039,18.53806,17.88339,17.521379999999997,17.282120000000003,0.12562671249999993
1217,20.02929,18.33922,17.4725,17.08267,16.726029999999998,0.08751270000000001
1218,21.01936,19.22041,17.75092,17.204060000000002,16.88128,0.23943049999999996
1219,20.51502,18.51227,17.44782,16.99154,16.59573,0.134275375
1220,20.85808,18.75158,17.400270000000003,16.85539,16.488310000000002,0.20950249999999998
1221,18.75309,17.1651,16.36779,15.95708,15.65676,0.10136814999999996
1222,19.10681,17.4189,16.50429,16.014129999999998,15.647520000000002,0.06491727499999997
1223,18.91371,17.16863,16.44098,16.09832,15.82685,0.07068424999999996
1224,19.9026,18.08131,17.12914,16.732329999999997,16.3872,0.10354545
1225,16.61777,15.43972,14.94254,14.64104,14.47041,0.022098203749999976
1226,19.76764,18.28397,17.643829999999998,17.27175,16.99374,0.09241322499999996
1227,19.99179,18.08743,17.02538,16.57475,16.230339999999998,0.131803625
1228,20.28728,18.48981,17.56024,17.16018,16.82984,0.084630325
1229,18.84096,17.76152,17.28975,16.92614,16.78323,0.10244446249999997
1230,18.15892,16.83438,16.14023,15.735920000000002,15.47804,0.07459885000000001
1231,18.82512,17.53679,17.01531,16.688879999999997,16.48441,0.0675949625
1232,19.28268,17.58297,16.75887,16.36512,16.03124,0.07839613749999998
1233,21.20836,19.0611,17.684279999999998,17.177670000000003,16.84355,0.21723237499999998
1234,20.51962,18.61505,17.568189999999998,17.133860000000002,16.73998,0.11617472499999995
1235,19.0414,17.66595,16.93804,16.56585,16.29796,0.08580312500000001
1236,16.81847,15.47632,14.85898,14.465,14.20135,0.034989662499999984
1237,20.386470000000003,18.67856,17.41592,16.908179999999998,16.575860000000002,0.185492625
1238,19.9454,18.42843,17.602999999999998,17.18254,16.89586,0.14014112499999998
1239,17.66929,16.370520000000003,15.83855,15.54916,15.35221,0.0377775375
1240,19.95655,18.59289,17.76456,17.31405,17.09927,0.1707117375
1241,20.00026,18.26606,17.15265,16.652379999999997,16.2659,0.14705275
1242,18.627370000000003,16.74899,15.89289,15.49722,15.17109,0.05701258750000001
1243,19.93625,18.08413,17.023889999999998,16.58469,16.22147,0.13645312499999998
1244,18.81419,17.96878,17.71001,17.47605,17.46581,0.066292925
1245,20.70824,18.85186,17.7281,17.32725,17.0083,0.14731762499999998
1246,19.22165,17.78915,17.06073,16.6752,16.4182,0.0851741
1247,18.57949,17.40235,16.94546,16.65793,16.47237,0.054927837499999986
1248,20.5381,18.71842,17.80001,17.399160000000002,17.07875,0.09888408749999998
1249,19.46992,17.66601,16.7907,16.38045,16.08823,0.06531864999999999
1250,20.2508,18.58575,17.60217,17.17403,16.80849,0.11663154999999997
1251,17.260270000000002,15.494929999999998,14.73298,14.35324,14.07219,0.03169853749999998
1252,18.59249,16.93071,16.16421,15.81352,15.54946,0.033909675
1253,20.13083,18.27612,17.378770000000003,16.95676,16.636670000000002,0.13273488749999998
1254,18.78941,17.64445,16.99764,16.63831,16.39357,0.09748865
1255,20.62559,18.29624,17.22815,16.6901,16.31681,0.14836512500000001
1256,20.13772,18.1407,17.15188,16.74919,16.375989999999998,0.09935159999999997
1257,20.89327,18.75138,17.57555,17.11674,16.795479999999998,0.15697262499999998
1258,19.9759,18.34028,17.49972,17.017870000000002,16.696379999999998,0.08367047500000001
1259,19.11753,17.76613,16.99638,16.5888,16.29004,0.13754049999999998
1260,20.15447,18.2337,17.2287,16.80327,16.4516,0.118849125
1261,17.207729999999998,15.99565,15.52586,15.31064,15.15434,0.03336354999999997
1262,20.47913,18.35246,17.27534,16.82805,16.471239999999998,0.134682625
1263,18.7815,17.632089999999998,17.21483,16.90117,16.822229999999998,0.07197915
1264,19.48096,18.30482,17.59647,17.22,17.02223,0.13730187499999996
1265,22.27012,19.01306,17.62442,17.11395,16.80128,0.22169374999999997
1266,19.49728,18.44097,17.51839,17.0854,16.80605,0.201752
1267,15.953870000000002,13.97309,13.06641,12.62012,12.30009,0.02974911249999996
1268,20.58965,18.58594,17.341910000000002,16.84123,16.47504,0.16736381249999996
1269,21.32571,19.00346,17.67073,17.176379999999998,16.77536,0.1921235
1270,20.32868,18.43664,17.44855,17.02395,16.66198,0.11306875
1271,20.4728,18.7878,17.48743,17.02197,16.74746,0.20336325
1272,18.426170000000003,17.43645,17.073320000000002,16.7879,16.710739999999998,0.044680624999999946
1273,19.56108,17.597189999999998,16.64583,16.20179,15.8877,0.09663568749999997
1274,18.6925,17.662010000000002,17.10855,16.74231,16.54577,0.09761767499999997
1275,20.20548,18.4071,17.30537,16.79315,16.44129,0.177603875
1276,19.64679,18.25281,17.649810000000002,17.21525,17.0125,0.116434925
1277,17.540570000000002,15.93866,15.20566,14.83671,14.55699,0.03769494999999992
1278,20.645,19.02792,17.81866,17.34112,17.017979999999998,0.175022
1279,18.12945,16.32326,15.40291,14.938820000000002,14.56195,0.053473012499999945
1280,18.1455,16.34264,15.53261,15.130120000000002,14.83044,0.03894207499999992
1281,18.4584,17.02754,16.392020000000002,16.04061,15.77411,0.0616658875
1282,20.12817,18.08994,16.83509,16.32633,15.953829999999998,0.17897775
1283,18.12418,17.08342,16.75142,16.57198,16.41897,0.028980075
1284,19.84725,18.1524,17.25141,16.68625,16.35122,0.13705997499999995
1285,20.38442,18.49041,17.53378,17.10236,16.78714,0.12257805
1286,20.2026,18.68511,17.541439999999998,17.040779999999998,16.65728,0.18499375
1287,19.23432,17.64594,17.20204,16.91093,16.80049,0.05373859999999998
1288,18.37425,16.69967,15.89512,15.43546,15.11957,0.06714218749999994
1289,20.42625,18.4801,17.39258,16.95936,16.58525,0.15748712499999998
1290,19.43669,17.99594,17.306070000000002,16.96102,16.73126,0.07492804999999998
1291,20.44609,18.514470000000003,17.692,17.26785,16.99672,0.0940510875
1292,20.06711,18.37028,17.60964,17.25304,16.97324,0.07837769999999998
1293,19.54709,18.25543,17.75261,17.40671,17.3199,0.0752458125
1294,19.82489,17.94314,16.96379,16.5507,16.21901,0.11269899999999995
1295,19.11818,17.98345,17.4873,17.188,16.972279999999998,0.06777591249999997
1296,20.53119,18.34658,17.01245,16.45346,16.13268,0.21615162499999996
1297,18.72716,16.759079999999997,15.82465,15.36169,15.02699,0.08175828749999997
1298,20.38367,18.59091,17.34422,16.85154,16.49674,0.1720775625
1299,19.14652,17.88805,17.25421,16.88703,16.5304,0.0772779
1300,19.20317,18.02579,17.45378,17.17643,16.9976,0.12357834999999998
1301,21.3694,18.98529,17.69454,17.19489,16.77599,0.19404725
1302,21.21746,18.96551,17.49527,16.94451,16.63658,0.22431900000000002
1303,20.05096,18.52059,17.53881,17.060670000000002,16.81636,0.14802375
1304,21.05713,19.02402,17.58616,17.05254,16.67736,0.22893550000000001
1305,18.77705,17.5456,16.91398,16.47115,16.23248,0.10796209999999998
1306,19.77392,18.2173,17.21855,16.68946,16.253829999999997,0.10840274999999998
1307,18.81845,16.992179999999998,16.145229999999998,15.72814,15.43081,0.062328687499999993
1308,19.36952,17.62698,16.80888,16.406229999999997,16.10138,0.048997849999999996
1309,20.08802,18.54491,17.80238,17.52178,17.369989999999998,0.13874282500000001
1310,19.78809,17.97626,17.0395,16.6241,16.29574,0.09654495
1311,19.88926,17.83548,16.740460000000002,16.3101,15.97103,0.13056925
1312,19.10805,18.04896,17.52926,17.17006,16.96858,0.09298618749999998
1313,21.346770000000003,18.86995,17.55431,17.09536,16.73384,0.20090862499999998
1314,20.80315,18.70835,17.48155,16.98454,16.58093,0.170989375
1315,18.96401,17.14086,16.25563,15.79578,15.46563,0.08658264999999996
1316,20.27905,18.30378,17.28689,16.80407,16.442610000000002,0.135646
1317,18.64277,16.9177,16.11913,15.7015,15.370779999999998,0.044760649999999985
1318,20.42792,18.60331,17.497320000000002,17.02575,16.69265,0.18667649999999994
1319,20.05615,18.50317,17.70009,17.31738,17.02583,0.10221924999999998
1320,20.27874,18.07864,16.86047,16.372139999999998,15.9997,0.16907949999999994
1321,19.71627,18.34973,17.52654,17.110020000000002,16.814329999999998,0.15527773749999996
1322,19.7809,17.91903,16.8471,16.392570000000003,16.01052,0.11399729999999997
1323,20.79875,18.94795,17.68243,17.18007,16.80355,0.186149875
1324,19.25722,18.00491,17.438470000000002,17.12791,16.89453,0.0854936875
1325,18.89337,17.53481,16.94869,16.58284,16.35493,0.08761902499999999
1326,17.24234,15.91702,15.36315,15.05407,14.788670000000002,0.03844375
1327,17.76698,16.25771,15.55362,15.15842,14.9007,0.06147707499999996
1328,18.26891,16.39401,15.520929999999998,15.11418,14.80192,0.06875272499999997
1329,18.9249,17.52937,16.99792,16.71273,16.56201,0.083536425
